Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
2569;Nikola Vlaši?;CRO;MFFW;Torino;Serie A;25;1997;22;20;1844;20.5;4;2.05;0.73;35.7;0.1;0.27;17.5;0.05;0;0;25.8;32.5;79.3;366.2;74.5;14.6;16.8;87;8.2;9.9;82.8;1.22;1.8;67.6;0.1;2;2.24;0.73;0.2;3.37;32.5;31.6;0.78;0.1;0;0.29;1.56;0.05;0.34;0.2;0.1;0;25.8;0.15;1.51;3.8;3.12;0.2;0.15;0.24;0.05;0.05;0.2;0.15;0;0;0;0.05;0;1.02;0.68;0.24;0.59;0.2;0.39;0.78;50;0.39;0.78;0.05;0.73;0.15;1.17;0.39;0;43.1;0.44;3.8;17.7;22.4;3.95;43.1;1.76;0.88;50;0.68;38.9;25.8;155.4;69;2.68;2;0.88;3.51;1.85;32.5;7.12;0.05;0;0;1.02;1.07;0.59;1.56;0.68;0;0;0;4.2;0.93;1.9;32.8
2570;Joel Voelkerling Persson;SWE;FW;Lecce;Serie A;20;2003;4;0;55;0.6;0;0;0;0;0;0;0;0;0;0;23.3;31.7;73.7;235;53.3;15;18.3;81.8;5;8.33;60;0;1.67;0;0;1.67;0;0;0;3.33;31.7;31.7;0;0;0;0;1.67;0;0;0;0;0;23.3;0;0;3.33;3.33;0;0;0;0;0;0;0;0;0;0;0;0;1.67;1.67;0;0;1.67;0;0;0;0;1.67;0;1.67;0;1.67;0;0;40;0;0;21.7;18.3;0;40;0;0;0;0;0;18.3;73.3;0;0;0;0;5;3.33;30;8.33;0;0;0;1.67;1.67;0;1.67;1.67;0;0;0;5;8.33;10;45.5
2571;Kevin Vogt;GER;DF;Hoffenheim;Bundesliga;31;1991;15;15;1236;13.7;0;0;0;0;0;0;0;0;0;0;57;64.2;88.8;1226.5;559.7;14.6;16;91.3;32.7;35;93.5;9.12;12;75.8;0;0.15;4.31;0.29;0;5.55;64.2;60;3.94;2.77;0;0.58;0.07;0.07;0;0;0;0;57;0.29;0;0.73;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0.95;0.73;0.66;0.29;0;0.51;0.95;53.8;0.44;0.73;0.44;0.29;1.39;2.34;3.43;0;71.5;9.12;38;32.9;0.73;0;71.5;0.07;0.07;100;0;0;45.7;297.6;190.7;0.88;0;0;0.58;0.15;46.9;0.07;0.44;0;0;1.09;0.66;0;0.07;0.73;0;0;0;7.08;0.44;0.73;37.5
2572;Mërgim Vojvoda;KVX;DF;Torino;Serie A;28;1995;16;10;992;11;0;0.91;0.27;30;0;0;18.3;0;0;0;46.1;60.9;75.7;777.6;331.5;23.7;27.4;86.7;18.1;23.2;78;3.36;7.09;47.4;0.36;1.09;4.91;1.27;0.09;7.18;60.9;50.8;9.73;0.64;0.27;1;2.45;8.55;0.55;0.27;0;0;46.1;0.36;0.91;3.18;2.64;0.27;0.27;0;0;0;0.64;0.55;0;0.09;0;0;0;1.45;0.73;0.91;0.45;0.09;0.82;1.27;64.3;0.45;0.55;0.09;0.45;0.64;2.09;1.55;0.09;69.8;2;16.7;32.1;21.5;1.91;69.8;1.55;0.73;47.1;0.73;47.1;37.4;192.3;92.5;1.27;1.55;0.36;0.91;1.18;44.4;4.45;0.09;0;0;1;0.45;0;2.45;0.73;0;0;0;5.91;0.55;1.18;31.6
2573;Kevin Volland;GER;MFFW;Monaco;Ligue 1;30;1992;8;3;290;3.2;2;3.13;1.88;60;0.2;0.33;15.4;0;0;0;19.7;30;65.6;311.3;140;10.6;15.6;68;4.69;7.19;65.2;2.5;2.81;88.9;0.31;1.88;2.5;0.31;0;4.38;30;29.7;0;0;0.31;0;0.31;0;0;0;0;0;19.7;0.31;0.94;2.81;2.5;0;0;0;0.31;0;0.94;0.63;0;0;0;0.31;0;1.25;0.31;0;0.63;0.63;0.31;0.94;33.3;0.63;0.31;0;0.31;0.31;1.56;0;0;40;0.63;2.19;20;18.1;6.56;40;0.63;0.31;50;0.31;50;32.8;134.1;39.7;1.25;0.63;0.94;2.81;0;33.4;9.38;0;0;0;2.5;2.5;0.63;0.31;0.31;0.31;0;0;5.31;1.88;2.19;46.2
2574;Cristian Volpato;ITA;MF;Roma;Serie A;19;2003;5;2;191;2.1;1;1.9;0.48;25;0.25;1;15.7;0;0;0;31.9;41.4;77;572.9;167.6;14.3;15.7;90.9;11.9;14.8;80.6;5.24;8.57;61.1;0.48;1.9;2.86;2.38;0.95;7.14;41.4;39;2.38;0.48;0.48;0;4.29;0.48;0.95;0.48;0.48;0;31.9;0;1.43;2.86;2.38;0.48;0;0;0;0;0.48;0.48;0;0;0;0;0;1.43;0.95;0.48;0.48;0.48;0;0;0;0;0.95;0;0.95;0.95;2.38;0;0;54.3;0.95;3.81;26.2;25.2;4.76;54.3;2.86;0.95;33.3;1.9;66.7;37.6;247.1;111.9;3.33;3.33;1.43;3.81;2.38;41.9;9.05;0;0;0;2.86;2.38;0;4.29;0.95;0;0;0;7.62;0.48;0;100
2575;Aster Vranckx;BEL;MF;Milan;Serie A;20;2002;7;0;76;0.8;0;0;0;0;0;0;0;0;0;0;26.3;45;58.3;437.5;170;12.5;20;62.5;8.75;12.5;70;3.75;10;37.5;0;1.25;1.25;2.5;1.25;2.5;45;45;0;0;0;0;3.75;0;0;0;0;0;26.3;0;0;1.25;1.25;0;0;0;0;0;0;0;0;0;0;0;0;2.5;2.5;0;1.25;1.25;1.25;2.5;50;1.25;2.5;1.25;1.25;0;2.5;1.25;0;56.3;0;13.8;28.8;13.8;1.25;56.3;2.5;1.25;50;0;0;38.8;212.5;87.5;2.5;0;0;1.25;8.75;40;5;0;0;0;2.5;2.5;0;3.75;2.5;0;0;0;3.75;3.75;2.5;60
2576;Aster Vranckx;BEL;MF;Wolfsburg;Bundesliga;20;2002;1;0;8;0.1;0;0;0;0;0;0;0;0;0;0;20;30;66.7;320;100;10;10;100;10;20;50;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;40;20;20;10;10;0;40;0;0;0;0;0;20;50;30;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;30;0;0;0
2577;Stefan de Vrij;NED;DF;Inter;Serie A;31;1992;13;12;1085;12.1;1;0.74;0.17;22.2;0.11;0.5;10.2;0;0;0;45.5;51.7;88.2;823.4;239.8;15.4;16.8;91.6;26.9;28.7;93.9;2.64;4.79;55.2;0;0;2.15;0;0;2.73;51.7;50.7;0.99;0.91;0.08;0;0;0.08;0;0;0;0;45.5;0;0.25;0.33;0.33;0;0;0;0;0;0;0;0;0;0;0;0;1.24;0.66;0.91;0.33;0;0.5;0.58;85.7;0.08;0.5;0.33;0.17;2.15;3.39;3.39;0;61.2;5.79;31.2;28.9;1.16;0.91;61.2;0.08;0.08;100;0;0;34.1;166.4;100.3;0.5;0;0;0.17;0.25;39;0;0.08;0;0;0.58;0.5;0;0;0.66;0;0.08;0;4.55;3.06;1.49;67.3
2578;Robert Wagner;GER;MF;Freiburg;Bundesliga;19;2003;2;0;23;0.3;0;0;0;0;0;0;0;0;0;0;20;30;66.7;256.7;46.7;6.67;6.67;100;10;16.7;60;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;20;0;3.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.67;0;6.67;0;0;6.67;0;53.3;6.67;6.67;30;16.7;0;53.3;3.33;0;0;3.33;100;13.3;60;23.3;0;3.33;0;0;0;23.3;3.33;3.33;0;0;0;0;0;0;0;0;0;0;6.67;6.67;6.67;50
2579;Walace;BRA;MF;Udinese;Serie A;27;1995;21;21;1810;20.1;0;1.09;0.25;22.7;0;0;24.8;0;0;0;42.5;51.4;82.6;760.9;247.4;18.1;21.1;85.4;18;20.3;88.5;5.17;7.36;70.3;0;0.45;4.83;0.3;0.1;5.32;51.4;49.3;1.94;1.49;0;0.7;0.8;0.25;0;0;0;0;42.5;0.2;0.9;1.49;1.19;0.05;0;0.15;0.1;0;0.15;0.1;0;0;0;0.05;0;2.59;1.39;1.24;1.04;0.3;1.14;2.34;48.9;1.19;1.49;0.4;1.09;1.34;3.93;1.39;0;63.4;3.28;18.1;37.4;8.51;0.4;63.4;0.8;0.25;31.3;0.45;56.3;36.3;181.2;86.3;1.49;1.04;0;1.24;1.09;37.3;1.14;0.2;0;0;1.14;1.24;0;0.8;1.39;0;0;0;9.4;0.7;0.8;46.7
2580;Theo Walcott;ENG;FWMF;Southampton;Premier League;33;1989;4;1;139;1.5;0;2;0.67;33.3;0;0;24.2;0;0;0;14.7;20.7;71;182;32;11.3;12.7;89.5;3.33;7.33;45.5;0;0.67;0;0;1.33;2;0;0;1.33;20.7;20;0.67;0;0;0;2.67;0;0;0;0;0;14.7;0;0;3.33;2.67;0;0;0.67;0;0;0;0;0;0;0;0;0;2;0.67;1.33;0;0.67;1.33;1.33;100;0;0;0;0;0.67;2.67;0;0;33.3;0;4;12.7;18;2;33.3;1.33;0;0;1.33;100;16.7;108.7;86.7;2;1.33;1.33;2.67;1.33;18.7;6;0.67;0;0;1.33;0;2.67;2.67;0.67;0;0;0;2.67;0.67;0.67;50
2581;Luca Waldschmidt;GER;FW;Wolfsburg;Bundesliga;26;1996;10;3;306;3.4;1;1.18;0.29;25;0;0;16.5;0;0.29;0.29;20;26.5;75.6;254.4;32.4;12.6;15.3;82.7;5.29;7.35;72;0.88;1.76;50;0;0;0.88;0.29;0;1.18;26.5;24.4;2.06;0;0.29;0;0.29;0;0;0;0;0;20;0;0.29;0.88;0.88;0;0;0;0;0;0.29;0.29;0;0;0;0;0;1.47;0.59;0.59;0.29;0.59;0.59;1.47;40;0.88;0.29;0;0.29;0.59;2.06;0.88;0;35;0.29;4.12;20.6;10.3;2.35;34.7;0.59;0.29;50;0.29;50;16.5;73.8;33.2;1.18;0.29;0;2.65;0.59;24.7;3.82;0;0;0;2.06;0.29;0.29;0.29;0.59;0;0.29;0;3.53;0.29;0.88;25
2582;Kyle Walker;ENG;DF;Manchester City;Premier League;32;1990;11;10;793;8.8;0;0.34;0.11;33.3;0;0;24.7;0;0;0;84.9;96.9;87.6;1456;409;38.9;41.9;92.7;37.5;41.5;90.4;7.5;11.2;66.7;0;0.45;10.5;0.23;0.11;9.32;96.9;90.6;6.25;1.36;0;1.02;1.36;4.89;0;0;0;0;84.9;0.11;0.34;1.48;1.48;0;0;0;0;0;0.23;0.23;0;0;0;0;0;0.34;0.23;0.23;0.11;0;0.11;0.91;12.5;0.8;0.34;0.11;0.23;0.57;0.91;0.57;0;100.3;2.16;20;64.2;16.6;0.68;100.3;0.57;0.45;80;0.11;20;58.2;281.3;159.8;2.5;1.7;0;0.34;0.23;80.7;2.16;0.11;0;0;0.45;0.45;0;1.36;0.23;0;0;0;5.45;1.36;0.34;80
2583;Kyle Walker-Peters;ENG;DF;Southampton;Premier League;25;1997;16;16;1402;15.6;1;0.38;0.13;33.3;0.17;0.5;15.6;0;0;0;31.6;43.5;72.6;459.6;184.8;19.2;21.7;88.2;9.42;13.8;68.4;1.79;4.17;43.1;0;0.64;2.05;1.15;0.38;3.08;43.5;34.1;9.29;0.32;0;0.06;2.18;8.97;0;0;0;0;31.6;0.13;1.99;1.86;1.28;0.13;0.19;0.13;0.13;0;0.13;0.06;0.06;0;0;0;0;1.92;1.03;1.03;0.71;0.19;0.58;1.15;50;0.58;1.47;0.32;1.15;0.77;2.69;1.73;0;55.5;2.44;14.4;23.2;18.8;1.73;55.5;3.08;1.22;39.6;1.35;43.8;28.4;199.2;104.5;3.53;2.56;0.64;1.28;2.05;29.7;4.04;0.13;0;0;0.96;1.6;0;2.18;1.03;0;0;0;5.32;0.83;1.09;43.3
2584;Sebastian Walukiewicz;POL;DF;Empoli;Serie A;22;2000;4;1;149;1.7;0;0.59;0.59;100;0;0;9.2;0;0;0;40;45.9;87.2;871.2;329.4;9.41;10;94.1;24.1;25.9;93.2;5.88;8.24;71.4;0;0;1.76;0;0;1.76;45.9;44.1;0.59;0.59;0;0.59;0;0;0;0;0;0;40;1.18;0;0.59;0.59;0;0;0;0;0;0;0;0;0;0;0;0;1.18;0.59;0.59;0.59;0;0;0;0;0;1.76;1.76;0;0;1.18;5.29;0;55.3;14.1;36.5;17.1;1.76;1.18;55.3;0;0;0;0;0;27.6;147.1;95.3;0;0;0;0;0;37.6;0;0;0;0;0;0;0;0;0.59;0;0;0;1.76;0;1.18;0
2585;Aaron Wan-Bissaka;ENG;DF;Manchester Utd;Premier League;25;1997;8;7;609;6.8;0;0.15;0;0;0;0;25.9;0;0;0;39.7;48.4;82.1;546.8;193.2;27.2;29.3;93;9.71;12.9;75;1.76;2.65;66.7;0;0.88;3.24;0.44;0.29;2.94;48.4;40.9;7.35;0.44;0;0.29;1.32;6.91;0;0;0;0;39.7;0.15;1.18;1.76;1.76;0;0;0;0;0;0.15;0.15;0;0;0;0;0;2.65;1.91;1.91;0.74;0;1.47;1.62;90.9;0.15;1.03;0.15;0.88;1.91;4.56;2.65;0;59.4;3.97;18.7;24.3;16.8;1.91;59.4;1.62;0.74;45.5;0.88;54.5;29.7;154.4;82.8;2.35;1.47;0.29;1.18;0.74;32.9;3.38;0;0;0;0.59;0.15;0;1.32;1.91;0;0;0;5.15;0.74;1.03;41.7
2586;Paul Wanner;GER;MF;Bayern Munich;Bundesliga;17;2005;2;0;25;0.3;0;0;0;0;0;0;0;0;0;0;23.3;30;77.8;286.7;90;13.3;16.7;80;6.67;10;66.7;0;0;0;0;3.33;0;3.33;0;3.33;30;30;0;0;0;0;0;0;0;0;0;0;23.3;0;0;3.33;3.33;0;0;0;0;0;0;0;0;0;0;0;0;10;3.33;3.33;6.67;0;3.33;3.33;100;0;0;0;0;0;10;3.33;0;43.3;3.33;10;20;13.3;6.67;43.3;6.67;6.67;100;0;0;33.3;223.3;73.3;3.33;3.33;3.33;0;13.3;36.7;13.3;3.33;0;0;3.33;0;0;0;3.33;0;0;0;3.33;3.33;0;100
2587;Danny Ward;WAL;GK;Leicester City;Premier League;29;1993;22;22;1980;22;0;0;0;0;0;0;0;0;0;0;27.4;37;74.1;651.5;401.8;7.64;7.68;99.4;13.5;13.7;99;6.18;15.3;40.5;0;0;0.27;0;0;0;37;26.5;10.2;2.64;0;0.18;0;0;0;0;0;0;27.4;0.23;0.09;0.09;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.05;0.05;0;0;0.05;0.14;33.3;0.09;0;0;0;0;0.05;0.59;0.09;39.1;31.8;38.9;0.23;0;0;39.1;0;0;0;0;0;21.7;114.2;68.2;0;0;0;0;0;18.5;0;0;0;0;0;0.18;0;0;0.05;0;0;0;1;0.14;0;100
2588;Joel Ward;ENG;DF;Crystal Palace;Premier League;33;1989;16;14;1295;14.4;0;0.07;0;0;0;0;16.3;0;0;0;34.8;46.5;74.8;568.1;257.5;17.4;19.8;87.7;14;17.6;79.1;2.36;6.74;35.1;0;0.14;2.57;0.21;0.07;3.4;46.5;38;8.47;1.6;0;0.14;1.46;6.88;0;0;0;0;34.8;0.07;0.97;0.49;0.35;0;0.07;0;0.07;0;0;0;0;0;0;0;0;1.81;1.18;1.25;0.21;0.35;0.97;1.11;87.5;0.14;1.46;0.83;0.63;1.04;2.85;3.19;0.07;56.3;5.63;23.7;22.6;10.3;0.76;56.3;0.42;0.28;66.7;0.07;16.7;22.7;86;40.4;0.49;0.63;0;0.83;0.35;28.6;1.6;0.28;0;0;1.25;0.49;0;1.46;1.18;0;0;0;4.58;1.94;1.25;60.9
2589;James Ward-Prowse;ENG;MF;Southampton;Premier League;28;1994;22;22;1980;22;5;1.09;0.41;37.5;0.21;0.56;25.6;0.41;0;0.05;43.7;57.7;75.8;755.9;230.3;21.1;23.7;88.9;16.4;20.5;80;4.77;10.2;46.9;0.09;2.14;4.68;0.82;0.36;5.36;57.7;48.5;9.05;4.14;0.05;0.5;7.55;0.14;4.09;1.77;2;0;43.7;0.09;1.05;3.5;1.55;1.86;0.05;0.05;0;0;0.23;0.09;0.05;0.05;0.05;0;0;1.59;0.86;0.59;0.82;0.18;0.45;1.32;34.5;0.86;0.59;0.05;0.55;1.23;2.82;0.95;0;65.3;2;11.1;34.6;19.8;0.77;65.2;0.45;0.18;40;0.27;60;29.5;110.8;49.6;0.59;0.68;0;0.91;0.68;37.5;1.5;0.14;0;0;0.95;0.45;0;7.55;0.86;0;0;0.05;5.73;1.68;1.18;58.7
2590;Ollie Watkins;ENG;FW;Aston Villa;Premier League;27;1995;20;19;1628;18.1;5;2.38;1.1;46.5;0.12;0.25;11.5;0;0;0;12.9;18.3;70.5;159.6;29.8;8.56;11.2;76.4;2.93;4.03;72.6;0.44;0.61;72.7;0.22;0.88;1.16;0.44;0.06;1.38;18.3;17.9;0.33;0;0;0.06;0.28;0.11;0;0;0;0;12.9;0.11;0.33;2.49;1.71;0;0.17;0.44;0.17;0;0.5;0.28;0;0.06;0.17;0;0;0.55;0.33;0.06;0.39;0.11;0.22;0.66;33.3;0.44;0.77;0;0.77;0.33;0.88;0.88;0;29.3;0.99;2.6;12.2;15;4.81;29.3;1.77;0.44;25;0.94;53.1;16.3;83.4;36.8;1.44;1.05;0.77;2.93;1.71;21.9;5.52;0.06;0;0;0.66;1.16;0.55;0.28;0.33;0;0;0;2.43;2.15;3.37;39
2591;Timothy Weah;USA;DFFW;Lille;Ligue 1;22;2000;13;6;646;7.2;0;2.08;1.11;53.3;0;0;20.1;0;0;0;37.8;47.1;80.2;592.5;177.2;18.9;21.9;86.1;14.3;16.7;85.8;2.64;4.17;63.3;0.28;1.11;2.64;1.81;0.83;3.06;47.1;42.4;4.31;0.42;0;0.28;2.5;3.75;0.14;0;0;0;37.8;0.42;1.53;2.92;2.36;0;0.14;0.28;0.14;0;0.42;0.28;0;0;0.14;0;0;1.25;0.69;0.28;0.83;0.14;0.56;1.25;44.4;0.69;1.11;0;1.11;1.25;2.5;0.56;0;57.1;0.83;9.44;25;23.1;2.92;57.1;1.94;0.83;42.9;0.69;35.7;43.2;283.8;116.3;2.92;2.36;1.11;1.94;0.83;41.7;8.89;0.14;0;0;0.97;0.83;0.28;2.5;0.69;0;0;0;3.89;0.69;1.39;33.3
2592;Adam Webster;ENG;DF;Brighton;Premier League;28;1995;16;14;1248;13.9;0;1.01;0.07;7.1;0;0;11.4;0;0;0;62.5;71.6;87.3;1172.4;436.7;23.6;25.5;92.4;32;35.5;90.1;6.26;8.92;70.2;0;0.14;5.4;0.29;0.07;4.96;71.6;67.8;3.74;1.29;0;0.43;0.14;2.45;0;0;0;0;62.5;0;0.36;0.72;0.65;0.07;0;0;0;0;0.07;0.07;0;0;0;0;0;0.86;0.58;0.43;0.36;0.07;0.36;0.65;55.6;0.29;1.29;0.72;0.58;1.08;1.94;2.73;0.14;80.1;7.05;35.3;39.5;5.76;1.22;80.1;0.43;0.07;16.7;0.29;66.7;50.6;241.5;139.1;0.86;0.86;0;0.5;0.22;55.4;0.36;0.07;0;0;0.5;0.29;0;0.14;0.58;0;0;0.07;6.69;2.73;1.22;69.1
2593;Wout Weghorst;NED;FW;Manchester Utd;Premier League;30;1992;4;4;274;3;0;0.67;0.33;50;0;0;10.1;0;0;0;14;20.7;67.7;165;20;10;13.7;73.2;1.67;2;83.3;1;2;50;0;1.67;0.33;0;0;1.67;20.7;20.7;0;0;0;0.33;0;0;0;0;0;0;14;0;1;3;2.33;0;0;0.33;0;0.33;0.33;0.33;0;0;0;0;0;0.67;0.33;0.33;0;0.33;0;0.33;0;0.33;1;0.33;0.67;1.67;2.33;1;0;29.7;2;4.67;15;10.3;3;29.7;0.67;0;0;0.67;100;14.7;33.7;6.67;0;0.67;0;1;2;20.3;5.33;0;0;0;1;1;0.67;0;0.33;0;0;0;4;1.33;2.67;33.3
2594;Julian Weigl;GER;MF;M'Gladbach;Bundesliga;27;1995;15;14;1231;13.7;0;0.44;0;0;0;0;14.5;0;0;0;48.1;54.6;88.1;850.4;212.6;21.2;23.1;91.8;22.5;24.6;91.4;3.87;5.55;69.7;0;0.15;2.26;0.22;0;2.92;54.6;52.3;2.26;1.97;0.22;0.22;0;0.29;0;0;0;0;48.1;0;0.44;0.73;0.73;0;0;0;0;0;0.15;0.15;0;0;0;0;0;2.04;0.88;0.95;1.02;0.07;1.17;1.97;59.3;0.8;1.02;0.07;0.95;0.88;2.92;1.53;0;62.1;2.41;18.5;40.1;3.94;0.66;62.1;0.66;0.44;66.7;0.07;11.1;33.6;127.3;60.8;0.22;0.44;0;0.15;0.07;44.2;0.15;0.36;0;0;1.24;1.24;0;0;0.88;0;0;0;5.4;1.02;0.73;58.3
2595;Nelson Weiper;GER;MF;Mainz 05;Bundesliga;17;2005;2;0;5;0.1;0;0;0;0;0;0;0;0;0;0;20;20;100;170;20;10;10;100;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;10;0;0;50;0;0;20;40;0;50;10;0;0;10;100;30;240;10;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0
2596;Mitchell Weiser;GER;DFFW;Werder Bremen;Bundesliga;28;1994;19;19;1636;18.2;1;1.04;0.38;36.8;0.05;0.14;17.3;0;0;0;33.7;46.7;72.1;556.9;250.9;17.6;20.9;84;12.1;16.6;73.2;3.02;5.44;55.6;0.38;1.32;3.52;1.54;0.38;4.62;46.7;35.9;10.7;0.27;0.33;0.44;2.25;10.4;0;0;0;0;33.7;0.16;1.76;2.97;2.31;0.16;0.11;0.11;0.27;0;0.66;0.49;0.05;0;0.05;0.05;0;2.75;1.7;1.32;1.1;0.33;1.21;2.31;52.4;1.1;1.81;0.16;1.65;1.32;4.07;1.37;0;64.2;2.14;13.4;31.3;20.7;2.58;64.2;4.12;1.1;26.7;2.25;54.7;31.8;145.2;62.5;1.54;1.48;0.49;3.52;1.48;34.2;5.77;0.27;0;0;1.26;2.2;0.11;2.25;1.7;0.05;0;0;7.03;0.99;1.1;47.4
2597;Noah Weißhaupt;GER;MFFW;Freiburg;Bundesliga;21;2001;9;0;131;1.5;0;0.67;0;0;0;0;14;0;0;0;11.3;21.3;53.1;184;56.7;5.33;9.33;57.1;1.33;2.67;50;2.67;4.67;57.1;0;1.33;0;0;0;0.67;21.3;20.7;0.67;0.67;0.67;0;4;0;0;0;0;0;11.3;0;1.33;1.33;0.67;0.67;0;0;0;0;0;0;0;0;0;0;0;2.67;0.67;0.67;2;0;0.67;2.67;25;2;1.33;0;1.33;1.33;4;2.67;0;35.3;3.33;10.7;11.3;13.3;2.67;35.3;4;1.33;33.3;2;50;19.3;134.7;52.7;2.67;1.33;1.33;2.67;1.33;18;3.33;0;0;0;0;2;0;4;0.67;0;0;0;5.33;2;0.67;75
2598;Shon Weissman;ISR;FW;Valladolid;La Liga;26;1996;15;6;747;8.3;1;2.17;0.84;38.9;0.06;0.14;12.8;0;0;0;8.43;11;76.9;90.2;13.6;6.27;7.35;85.2;1.45;1.93;75;0.12;0.36;33.3;0;0.36;0.36;0;0;0.48;11;8.92;2.05;0;0;0;0.24;0;0;0;0;0;8.43;0;0.24;0.48;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0.12;0.12;0.12;0;0;0.48;0;0.48;0.96;0;0.96;0.12;0.36;0.84;0;19.3;0.72;2.29;10.4;6.87;3.01;19.3;0.6;0.24;40;0.24;40;9.16;34.1;12.5;0.84;0.24;0.36;2.65;0.84;11;1.81;0.12;0;0;0.6;0.96;0.84;0.24;0.12;0;0;0;2.89;0.48;2.77;14.8
2599;Danny Welbeck;ENG;FW;Brighton;Premier League;32;1990;16;13;1142;12.7;1;2.52;0.94;37.5;0.03;0.08;12.9;0;0;0;14.4;17.5;82.4;167.7;27.9;9.29;10.8;86.1;3.7;4.25;87;0.16;0.47;33.3;0.16;1.26;1.18;0.55;0;1.65;17.5;16.9;0.39;0;0.31;0;0;0;0;0;0;0;14.4;0.16;0.24;2.36;1.65;0;0.16;0.16;0.31;0.08;0.55;0.31;0;0.08;0;0.16;0;0.71;0.39;0;0.31;0.39;0.31;0.47;66.7;0.16;0.79;0.08;0.71;0.24;0.94;0.87;0;29.4;0.94;1.73;9.92;18.1;5.2;29.4;1.73;0.87;50;0.79;45.5;17.6;76.5;32.5;1.18;0.55;0.39;3.46;0.87;22.8;5.98;0;0;0;1.42;0.63;0.24;0;0.39;0.08;0;0;1.26;1.89;1.73;52.2
2600;Marcel Wenig;GER;MF;Eint Frankfurt;Bundesliga;18;2004;1;0;4;0;0;0;0;0;0;0;0;0;0;0;9;10;90;120;11;7;7;100;1;2;50;1;1;100;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;2;8;3;1;13;0;0;0;0;0;7;27;2;0;0;1;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2601;Timo Werner;GER;FWMF;RB Leipzig;Bundesliga;26;1996;14;11;1009;11.2;5;2.86;1.16;40.6;0.16;0.38;14.5;0;0;0;20.4;28.8;70.9;290;59.1;11.4;13.7;83.7;7.05;9.73;72.5;0.8;1.52;52.9;0.09;0.63;1.96;0.71;0;1.88;28.8;26.4;1.88;0.27;0.09;0.18;1.43;0.89;0.09;0;0;0;20.4;0.54;1.34;1.79;1.34;0;0.27;0.18;0;0;0.27;0.27;0;0;0;0;0;0.36;0.18;0.09;0.18;0.09;0.09;0.45;20;0.36;0.45;0;0.45;0.27;0.63;0.27;0;38.7;0.27;2.23;16.2;20.6;6.07;38.7;3.57;1.43;40;1.88;52.5;23.3;147.5;59.5;2.95;0.63;1.88;2.32;1.07;30.7;10.3;0.18;0;0;0.45;0.71;0.8;1.43;0.18;0;0;0;2.32;0.18;0.45;28.6
