Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
2086;Brayann Pereira;FRA;DF;Lens;Ligue 1;19;2003;2;0;15;0.2;0;0;0;0;0;0;0;0;0;0;65;80;81.3;870;235;40;40;100;25;25;100;0;5;0;0;5;5;5;5;0;80;80;0;0;0;10;0;5;0;0;0;0;70;5;5;5;70;0;0;0;65;0;0;0;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;15;0;0;10;5;0;0;0;0;0;5;10;0;0;85;0;20;40;30;5;85;0;0;0;0;0;70;370;100;5;0;0;0;0;85;70;82.4;15;0;0;0;0;0;0;5;0;0;0;0;5;5;10;33.3
2087;Danilo Pereira;POR;MF;Paris S-G;Ligue 1;30;1991;27;22;2038;22.6;0.22;0.84;0.35;42.1;0.26;0.63;10.5;0;0;0;65.3;69.1;94.5;1220.1;277.3;25;26.2;95.1;32.1;33.5;96;7.17;8.05;89;0;0.22;4.29;0.22;0;2.52;69.1;68.2;0.93;0.75;0.09;8.72;1.64;0;0;0;0;0;61.2;4.12;3.81;3.19;63.8;0.88;0.18;0.18;65.3;0.04;0.58;1.02;0.35;0.88;0.62;0;0.04;0.04;0.04;0.13;0;0;0;0;0;0;0;1.68;1.06;0.58;0.88;0.22;0.53;1.42;37.5;0.88;11.5;3.05;26.6;3.05;6.59;1.81;1.11;0.44;0;0.66;1.9;3.58;1.15;0.04;77.4;3.58;19.7;52.7;9.12;0.97;76.5;0.4;0.8;50;0.4;0;58.2;242.8;116.2;3.23;0.88;0;0.35;0.49;63.4;60.9;96.1;0.93;0.09;0;0;0.97;1.19;0.04;0;1.06;0;0;0;8.27;1.33;0.8;62.5
2088;Ricardo Pereira;POR;DF;Leicester City;Premier League;28;1993;14;13;991;11;0.09;0.91;0.18;20;0.1;0.5;16.3;0;0;0;47.3;58.7;80.5;738.5;252;26.4;29.1;90.6;18.1;21.3;85;2.36;5.55;42.6;0.27;0.91;1.55;1.36;0.27;3.45;58.7;49.2;9.55;0.27;0;8.09;0.64;1.55;0;0;0;0;36.6;11.5;10.6;6.73;40.3;1.36;9.27;0;47.3;0;0.36;2.09;2.55;2.09;1.73;0;0.27;0;0;0.09;0.55;0.36;0;0.09;0;0;0.09;4.09;2.27;2.18;1.36;0.55;1.82;3.55;51.3;1.73;17.6;5.64;32;6.91;7.36;3.36;2.45;0.36;0;2.09;2.27;6.36;2.91;0;72.5;3.55;22.7;35.6;18.2;1.91;63.5;0.91;1.45;62.5;0.91;0.18;43;177.1;109.8;5.82;1.64;0.36;0.82;0.55;47.5;42.6;89.7;1.36;0.27;0;0;0.73;1.55;0;1.55;2.27;0;0;0;7.36;2.09;1;67.6
2089;Gastón Pereiro;URU;FWMF;Cagliari;Serie A;26;1995;29;9;975;10.8;0.37;1.94;0.83;42.9;0.19;0.44;20.2;0;0;0;21.6;34;63.5;386.5;106.8;9.44;12.6;75;7.78;11.5;67.7;3.33;7.04;47.4;0.19;1.67;2.04;1.2;0.46;2.31;34;30.4;3.61;1.11;0;8.89;1.3;2.59;1.48;0.56;0.37;0;18.5;5.74;9.72;25.4;5;0.93;0.65;0;21.6;0;0.46;2.22;1.94;3.61;2.22;0.74;0.37;0.19;0.09;0;0.28;0.19;0.09;0;0;0;0;0.83;0.37;0.28;0.46;0.09;0.37;1.76;21.1;1.39;23.2;6.11;26.3;4.17;8.98;10.1;1.2;0.09;0;1.11;0.28;1.11;0.37;0;42.1;0.65;4.17;20.4;20.8;2.87;38.7;1.02;1.67;61.1;1.2;0.28;29.1;198;122.1;7.5;2.41;1.11;1.48;1.11;42.6;30.2;70.9;3.8;0.09;0;0;1.67;0.83;0.19;2.59;0.37;0;0;0;5.56;2.31;3.33;41
2090;Luan Peres Petroni;BRA;DF;Marseille;Ligue 1;27;1994;34;29;2679;29.8;0;0.1;0;0;0;0;25.2;0;0;0;58.2;65.5;88.9;1078;301.2;24.6;26.5;93;26;28.4;91.4;6.85;9.36;73.1;0.07;0.57;4.53;0.27;0.17;2.75;65.5;58.5;6.98;1.51;0;8.42;1.71;0.81;0;0;0;0;49.9;8.02;7.58;52.5;4.97;1.54;5.4;0.03;58.2;0.1;0.74;0.91;0.5;1.14;0.91;0.07;0;0;0.03;0.13;0.13;0.07;0.03;0;0;0;0.03;2.42;0.91;1.34;0.77;0.3;0.81;1.54;52.2;0.74;9.06;2.68;29.6;4.16;3.72;1.17;2.15;0.47;0;1.68;1.91;4.33;2.21;0.03;75.4;4.09;25;44.1;12;0.54;68.7;0.5;0.67;75;0.5;0.03;50.5;260.3;147.7;5.6;1.91;0.1;0.67;0.37;52.9;51.6;97.6;0.64;0.2;0;0;0.77;0.84;0;0.81;0.91;0;0.03;0.03;7.35;1.44;0.6;70.5
2091;Dor Peretz;ISR;MF;Venezia;Serie A;27;1995;18;4;585;6.5;0;0.77;0;0;0;0;16.8;0;0;0;28;36.3;77.1;479.7;126.9;13.5;16.8;80.7;11.2;13.4;83.9;2.62;3.85;68;0.15;0.77;3.23;0;0;2.15;36.3;34.6;1.69;1.23;0;6.92;0.62;0.15;0;0;0;0;26;4.15;6.15;4.31;26.9;2.15;0.46;0.77;28;0.15;0.62;2.15;1.54;0.92;0.92;0;0;0;0;0;0.15;0.15;0;0;0;0;0;3.54;2.62;1.54;1.38;0.62;1.69;3.85;44;2.15;18;5.54;30.8;6.77;9.08;2.15;1.38;0.62;0;0.77;0.77;4.31;1.69;0;47.8;3.38;14.8;28.6;6.77;0.77;46.3;0.62;1.38;44.4;0.62;0;26.9;123.8;64.5;2.31;0.77;0;1.38;0.92;33.8;30.6;90.5;1.08;0.31;0;0;1.85;1.69;0;0.15;2.62;0;0;0;7.23;2;1.54;56.5
2092;Roberto Pereyra;ARG;MFFW;Udinese;Serie A;31;1991;24;22;1794;19.9;0.15;1.41;0.35;25;0.07;0.29;16.6;0.05;0.05;0.1;36.1;42.2;85.6;581.8;156.9;18.5;20.3;91.1;13.9;16;86.8;2.66;3.77;70.7;0.25;1.36;2.86;1.46;0.1;3.97;42.2;40.1;2.16;1.31;0.1;6.43;0.55;1.26;0.3;0.05;0.1;0;32.8;5.33;4.07;6.63;34;0.85;0.35;0.25;36.1;0.15;0.5;0.85;1.01;2.81;2.26;0.05;0.25;0.2;0.05;0;0.4;0.25;0;0.1;0.05;0;0;0.7;0.45;0.3;0.2;0.2;0.25;1.01;25;0.75;15.4;3.42;22.2;4.42;6.83;4.12;1.46;0.25;0;1.21;1.01;1.71;0.35;0;53.3;1.06;8.74;28.3;21.7;4.37;51.3;1.11;2.36;46.8;1.16;0.1;40.3;274.5;155.6;7.04;2.66;0.85;1.81;2.01;45.6;39.1;85.8;4.17;0.5;0.05;0.05;1.81;1.86;0.05;1.26;0.45;0;0;0;7.84;0.2;0.75;21.1
2093;Ayoze Pérez;ESP;MFFW;Leicester City;Premier League;28;1993;14;6;445;4.9;0.41;2.24;1.22;54.5;0.18;0.33;15;0;0;0;24.7;31.6;78.1;383.9;106.7;13.9;16.9;81.9;7.96;10.2;78;1.84;2.65;69.2;0.61;1.84;1.84;1.22;0;4.08;31.6;31;0.61;0;0;10.2;0.61;0.82;0;0;0;0;21.6;6.53;3.47;2.86;25.1;1.22;0.2;1.02;24.7;0.2;0.61;1.22;1.43;3.67;2.86;0;0.41;0.2;0;0.2;0.41;0.41;0;0;0;0;0;1.63;1.22;0.41;1.02;0.2;0.41;2.24;18.2;1.84;26.1;6.73;25.8;6.33;12.7;7.14;2.24;0.41;0;1.84;1.84;3.47;0.61;0;49.8;1.22;9.18;26.1;18.2;4.29;49.2;1.63;3.27;50;1.84;0.2;33.9;146.7;87.8;5.71;2.65;0.82;2.45;3.27;47.1;34.5;73.2;7.35;0;0.2;0;1.63;2.45;0;0.82;1.22;0;0;0;6.12;1.63;3.27;33.3
2094;Carles Pérez;ESP;MFFW;Roma;Serie A;24;1998;19;3;554;6.2;0.16;4.52;1.29;28.6;0.04;0.13;20.8;0.16;0;0;33.9;40;84.7;576.5;126.5;18.4;20.6;89.1;12.1;13.4;90.4;3.06;4.68;65.5;0.16;1.94;2.26;1.45;0;2.9;40;36.3;3.71;0.16;0.16;5.65;1.45;1.13;2.42;1.45;0.48;0;31;4.03;5;33.7;4.19;0.65;1.13;0.32;33.9;0;0.16;1.61;1.29;5.16;2.42;0.65;0.65;0.81;0.48;0.16;0.16;0.16;0;0;0;0;0;1.13;0.65;0.32;0.32;0.48;0.32;1.77;18.2;1.45;22.9;7.1;31;5.16;8.06;9.68;1.13;0;0;1.13;0.48;1.61;0;0;53.7;0;4.35;20.3;34.8;5.32;50;1.94;3.71;52.2;1.94;0.32;41;251.9;153.4;9.68;4.52;1.29;1.45;1.94;47.1;38.4;81.5;6.61;0.32;0;0;2.1;1.29;0;1.13;0.65;0;0;0;7.58;0;1.61;0
2095;Iñigo Pérez;ESP;MF;Osasuna;La Liga;34;1988;10;4;338;3.8;0.26;1.05;0.26;25;0.25;1;26.5;0.26;0;0;25.8;39.7;64.9;522.9;183.2;10.8;14.7;73.2;10;12.9;77.6;4.74;11.1;42.9;0;2.11;3.95;1.58;0.79;4.74;39.7;34.5;5.26;1.32;0;4.74;3.68;3.42;3.68;1.05;1.84;0.53;22.1;5.26;12.4;34.5;2.89;1.32;0.26;0.53;25.8;0.26;1.32;2.11;1.58;2.37;2.11;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79;0;0.79;8.95;2.37;26.5;2.63;4.74;1.58;0.79;0;0;0.79;0.79;0.79;1.05;0;45.5;1.05;5.79;22.4;19.7;0.79;40;0;0.53;0;0.26;0;28.4;118.4;69.7;2.89;0.79;0;0.79;1.05;41.1;31.6;76.9;2.63;0;0;0;0;0.79;0;3.42;0;0;0;0;5.79;0.26;2.89;8.3
2096;Juan Pérez;ESP;GK;Osasuna;La Liga;25;1996;2;2;180;2;0;0;0;0;0;0;0;0;0;0;8.5;21;40.5;319.5;214.5;1;1;100;3;3;100;4.5;17;26.5;0;0;0;0;0;0;21;15;6;1.5;0;0;1;0;0;0;0;0;6;0;15;5;11.5;0;0;3;8.5;0;1;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;23;20.5;23;0;0;0;17;0;0;0;0;0;11.5;50;33.5;0;0;0;0;0;9;9;100;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0
2097;Kike Pérez;ESP;FWMF;Elche;La Liga;25;1997;12;5;519;5.8;0.34;1.72;0.86;50;0.2;0.4;21.2;0;0;0;31.7;42.9;73.9;566.4;155;14.7;17.9;81.7;12.4;16.7;74.2;3.79;5.86;64.7;0;1.21;3.79;0.52;0;2.76;42.9;40.9;2.07;0.86;0.17;10.5;0.86;0;0.52;0.17;0.34;0;30.5;4.31;8.1;31.6;5.86;2.41;0.52;0.52;31.7;0.69;0.86;1.9;1.55;3.1;2.07;0.34;0.17;0.17;0.17;0.17;0;0;0;0;0;0;0;2.24;1.21;0.34;1.21;0.69;0.34;1.38;25;1.03;18.1;5;27.6;6.21;8.45;3.45;1.72;0.17;0;1.55;0.86;3.1;0.69;0;55.5;1.21;7.76;32.2;20;1.72;53.6;1.03;2.07;50;1.38;0;36.6;216.4;109;5.86;2.24;0;1.55;2.59;46.6;38.8;83.3;2.76;0.17;0;0;3.62;1.03;0.17;0;1.21;0;0;0;8.28;2.59;3.28;44.1
2098;Lucas Pérez;ESP;FW;Elche;La Liga;33;1988;18;16;1266;14.1;0.14;0.99;0.35;35.7;0.14;0.4;14.9;0;0;0;19.6;27.4;71.3;326.8;77;11.3;13.5;83.2;5.11;7.3;69.9;2.55;5.39;47.4;0.07;0.78;1.28;0.64;0.07;1.63;27.4;23.1;4.33;1.56;0.14;4.54;1.56;1.42;1.7;0.85;0.64;0;19.1;3.19;5.11;23.4;3.12;0.35;0.14;0.28;19.6;0.28;0.78;1.13;0.71;1.77;1.06;0.28;0.21;0;0.21;0;0.21;0;0.07;0.07;0;0.07;0;0.14;0;0.07;0.07;0;0.14;0.57;25;0.43;13.1;3.05;23.2;1.35;7.38;4.4;0.43;0.07;0;0.35;0.35;0.5;0.35;0;35.2;0.43;2.2;17.7;17.7;2.2;31.1;0.85;1.28;66.7;0.85;0.14;24.3;111.3;52.9;3.83;1.21;0.14;2.34;1.06;40.1;24.7;61.6;4.11;0;0;0;0.57;1.21;0.71;1.42;0;0.07;0;0;3.76;0.14;1.06;11.8
2099;Lucas Pérez;ESP;FWMF;Cádiz;La Liga;33;1988;15;11;1060;11.8;0.25;1.36;0.42;31.3;0.19;0.6;13.8;0.25;0;0;23.4;32;73;429.6;116.4;11.4;13.1;87.1;7.54;9.92;76.1;3.9;7.88;49.5;0.17;2.12;1.44;1.44;0.51;1.95;32;26;6.02;1.02;0.34;6.27;2.2;2.2;4.24;2.03;1.19;0;19.9;4.07;8.05;26.7;3.64;1.1;0.17;0.17;23.4;0.25;0.93;1.1;0.51;3.31;2.12;1.02;0;0.08;0.08;0;0.17;0.17;0;0;0;0;0;0.51;0.42;0.25;0.17;0.08;0.17;1.27;13.3;1.1;19.2;4.41;23;3.14;8.31;7.71;0.25;0.08;0;0.17;0.17;0.68;0.34;0;38.6;0.34;2.46;16.5;21.9;3.39;32.4;0.25;0.76;33.3;0.25;0.08;24.9;122.1;50.6;2.71;1.27;0.25;1.27;1.69;38.2;25.9;67.8;5.34;0.08;0;0;0.59;0.93;0.85;2.2;0.42;0;0;0;4.66;0.25;2.63;8.8
2100;Nehuén Pérez;ARG;DF;Udinese;Serie A;21;2000;20;19;1692;18.8;0;0.53;0.05;10;0;0;9.9;0;0;0;32;41;78.1;647.5;250.2;11.3;12.8;88.4;15.4;18.2;84.5;4.79;8.51;56.3;0.05;0.32;2.23;0.16;0;1.7;41;33.4;7.55;1.65;0;4.79;1.28;0.05;0;0;0;0;24.7;5.05;11.2;6.7;25.6;1.91;5.59;0.05;32;0.16;0.64;1.65;0.74;0.69;0.53;0.11;0.05;0;0;0;0.16;0.11;0.05;0;0;0;0;2.82;1.38;1.38;1.17;0.27;1.06;1.76;60.6;0.69;14.6;4.84;33.2;7.34;6.17;1.06;2.02;0.64;0.05;1.38;1.54;4.36;2.71;0;51.4;7.5;25.2;24.1;5;1.12;44.1;0.43;0.9;47.1;0.48;0.11;25.1;153.1;91.6;2.34;0.69;0.05;0.32;0.21;26.6;25.4;95.4;0.32;0.32;0;0;1.76;0.48;0;0.05;1.38;0;0.05;0;8.3;1.86;1.91;49.3
2101;Mattia Perin;ITA;GK;Juventus;Serie A;29;1992;5;5;405;4.5;0;0;0;0;0;0;0;0;0;0;24.2;30.4;79.6;633.6;269.8;5.78;5.78;100;11.3;11.8;96.2;7.11;12.9;55.2;0;0;0.22;0;0;0;30.4;22.7;7.78;2;0;1.78;2.67;0;0;0;0;0;20.2;0.44;9.78;6.89;19.3;0;0;3.11;24.2;0;1.33;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.8;29.1;31.8;0.22;0;0;24.2;0;0;0;0;0;15.8;54.9;24.2;0;0;0;0;0;16.4;16.4;100;0;0;0;0;0;0.22;0;0;0;0;0;0;4.67;0;0;0
2102;Ivan Periši?;CRO;DF;Inter;Serie A;33;1989;35;35;2821;31.3;0.26;1.44;0.51;35.6;0.16;0.44;14.7;0;0.03;0.03;35.8;49;73.1;683.5;250.1;16.1;19.2;83.7;14.1;18.5;76.3;5.05;8.69;58.1;0.19;1.92;2.04;1.95;0.93;4.09;49;42.7;6.36;0.22;0.03;6.1;1.5;4.7;0.03;0;0.03;0;26.1;10.4;12.5;15;23.4;2.88;6.1;0.32;35.8;0.19;1.09;2.17;2.08;3.39;2.84;0.16;0.16;0.1;0;0.13;0.42;0.35;0;0.03;0.03;0;0;1.31;0.93;0.73;0.22;0.35;0.67;1.73;38.9;1.05;11.5;3.23;28;2.65;4.44;4.44;1.92;0.22;0;1.69;1.95;3.26;1.05;0.03;58.3;2.46;13.5;22.7;26;4.98;52;0.73;1.47;50;0.83;0.06;34.4;214.1;139.4;6.26;2.14;1.37;0.99;0.54;43.4;37.9;87.2;4.19;0.13;0;0;0.96;0.22;0.42;4.7;0.93;0;0;0;6.77;1.79;1.21;59.6
2103;Sonny Perkins;ENG;FW;West Ham;Premier League;18;2004;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;100;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;33.3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;100
2104;Diego Perotti;ARG;FWMF;Salernitana;Serie A;33;1988;11;1;287;3.2;0;2.81;0.63;22.2;0;0;17.5;0.31;0;0.31;34.7;45.9;75.5;530.9;159.4;19.1;21.6;88.4;12.5;15.6;80;1.88;6.56;28.6;0;1.56;1.88;1.56;0.94;3.75;45.9;41.3;4.69;1.88;0;8.13;0.63;4.69;1.56;1.25;0.31;0;30.9;4.69;10.3;5;36.3;1.88;0.94;0.31;34.7;0.31;0.31;0.94;1.25;3.13;3.13;0;0;0;0;0;0.63;0.63;0;0;0;0;0;4.06;1.88;2.5;0.94;0.63;1.56;4.38;35.7;2.81;30.3;6.56;21.6;7.81;12.2;10.3;1.25;0;0;1.25;1.25;5.31;0.94;0;63.1;2.5;9.38;30.9;29.4;4.69;58.4;0.94;1.88;50;0.94;0;39.1;271.9;171.3;8.13;4.06;1.25;2.19;3.13;49.7;40;80.5;3.75;0.31;0;0;1.56;3.13;0;4.69;1.88;0;0;0;10.6;1.56;2.5;38.5
2105;Romain Perraud;FRA;DF;Southampton;Premier League;24;1997;20;18;1623;18;0;1.06;0.17;15.8;0;0;20.3;0;0;0;27.3;41.7;65.6;415.3;177.3;15.6;18.1;86.2;9.61;15.2;63.1;1.33;5.5;24.2;0.06;0.56;1.61;0.78;0.28;2.44;41.7;33.2;8.5;0.33;0;5.61;0.67;2.72;0.17;0;0.11;0;21.2;8.72;11.7;29.6;2.06;1.33;8;0.06;27.3;0.11;0.67;1.56;2.67;1.5;1.11;0.06;0.11;0.11;0.06;0.06;0.17;0.17;0;0;0;0;0;2.11;1.11;1.06;0.78;0.28;0.89;1.56;57.1;0.67;18.1;4.72;26.2;8.11;6;3.94;1.67;0.39;0.06;1.28;1.33;3.44;2.56;0;53.1;3.22;14.6;21.4;19.7;1.5;44.8;0.5;1.22;40.9;0.67;0;31;163.6;86.1;3.5;1.17;0.22;0.94;0.61;32.7;28.3;86.7;2.44;0.17;0;0;1.94;1.11;0;2.72;1.11;0;0;0;7.22;1;1.67;37.5
2106;Lucas Perrin;FRA;DF;Strasbourg;Ligue 1;23;1998;31;29;2502;27.8;0.04;0.32;0.11;33.3;0.11;0.33;15;0;0;0;43.6;51.2;85;936.8;355.8;13.2;14.2;92.9;22.6;24.7;91.5;7.45;11.4;65.5;0.04;0.32;4.68;0.65;0.11;4.68;51.2;48.6;2.63;1.94;0.07;5.25;1.62;0.29;0;0;0;0;37.7;4.06;9.42;5.22;42.2;2.01;0.68;0.07;43.6;0.04;0.68;0.86;0.61;1.04;0.97;0;0;0;0;0.07;0.07;0.07;0;0;0;0;0;1.69;1.08;1.01;0.61;0.07;0.76;1.4;53.8;0.65;11.5;3.67;32;5.86;4.6;1.01;1.55;0.4;0;1.15;2.27;3.96;2.81;0;59.7;4.24;23.7;36.4;4.21;0.47;57.6;0.22;0.4;54.5;0.25;0.04;39.2;223.8;140.4;4.96;0.9;0;0.22;0.25;40.5;39.5;97.3;0.18;0.18;0;0;1.8;1.08;0.07;0.29;1.08;0;0.04;0;8.85;1.98;0.97;67.1
2107;Mario Perrone;ITA;DF;Salernitana;Serie A;19;2003;1;0;15;0.2;0;0;0;0;0;0;0;0;0;0;35;45;77.8;580;210;15;15;100;20;20;100;0;10;0;0;0;0;0;0;0;45;35;10;0;0;5;0;0;0;0;0;0;25;10;10;35;0;0;10;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;5;0;0;0;0;0;0;0;5;0;50;5;25;25;5;0;40;0;0;0;0;0;35;70;35;5;0;0;0;0;40;35;87.5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2108;Pavao Pervan;AUT;GK;Wolfsburg;Bundesliga;34;1987;6;6;540;6;0;0;0;0;0;0;0;0;0;0;25.2;33.3;75.5;637;346.2;6.83;7;97.6;11;11;100;7.33;15.3;47.8;0;0;0;0;0;0;33.3;24.3;9;1.5;0;3.83;0.17;0;0;0;0;0;19.7;1.33;12.3;3.67;23.3;0;0;4.5;25.2;0;1.17;0;0;0.17;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0;0.17;0.17;0;0;0.17;0;0;0;0;0;0;0;0;0;0;36.7;33.5;36.3;0.33;0;0;27.7;0;0;0;0;0;19.2;76.8;32.7;0;0;0;0;0;17;16.8;99;0;0;0;0;0;0;0;0;0;0;0;0;4.33;0;0;0
2109;Matteo Pessina;ITA;MFFW;Atalanta;Serie A;25;1997;27;18;1438;16;0.06;1.75;0.63;35.7;0.04;0.1;15.5;0;0;0;44.2;53.6;82.4;716.3;181.4;21.8;25.1;86.8;18;20.9;86;3.06;4.13;74.2;0.06;1.38;3.44;0.88;0.06;4.38;53.6;52.4;1.25;0.81;0.13;10.1;0.25;0.5;0;0;0;0;41.9;5.06;6.69;43.8;5.69;2.25;0.13;0.19;44.2;0.31;0.81;1.44;1.75;2.44;2.38;0;0.06;0;0;0;0.13;0.13;0;0;0;0;0;1.75;1.25;0.69;0.81;0.25;0.5;1.75;28.6;1.25;18.1;6.81;37.6;3.38;7.69;7.06;2.19;0.25;0;1.94;1.31;3.06;0.5;0;67.4;1.13;10.7;37.8;23.6;4.13;66.3;1.31;2.13;61.8;1.5;0.19;48.6;255.8;125.4;6.31;1.88;0.63;2.75;1.5;57.3;48.6;84.8;6.31;0;0;0;1.06;2.5;0.25;0.5;1.25;0;0;0;10.3;2.06;2.44;45.8
2110;Andrea Petagna;ITA;FW;Napoli;Serie A;26;1995;24;4;586;6.5;0.46;2;0.92;46.2;0.23;0.5;13.1;0;0;0;18;24.6;73.1;273.4;34.8;10;11.8;84.4;6.15;8.15;75.5;1.08;2.31;46.7;0.15;1.54;0.62;0.46;0;0.92;24.6;23.4;1.23;0;0.15;5.08;0.77;0.92;0;0;0;0;16.5;4.46;3.69;13.1;7.23;1.23;0;1.38;18;0;0.62;1.38;1.08;2.31;1.69;0;0.15;0;0.15;0.31;0.15;0.15;0;0;0;0;0;0.62;0.62;0;0.31;0.31;0.31;0.46;66.7;0.15;13.2;4.92;37.2;0.92;5.23;7.08;0.15;0;0;0.15;0;0.62;0.46;0;37.1;0.77;4.31;19.8;16.5;5.08;35.8;1.69;2.77;61.1;1.69;0;27.4;168.6;66.6;2.92;1.54;0.92;2.92;2.62;47.7;30;62.9;7.69;0.15;0;0;2.46;2.46;0.31;0.92;0.62;0;0;0;3.69;2.15;3.08;41.2
2111;Nils Petersen;GER;FWMF;Freiburg;Bundesliga;33;1988;22;3;580;6.4;0.78;2.34;0.78;33.3;0.33;1;13.5;0;0;0;14.8;22.2;66.9;202.8;42;9.38;12.7;74.1;4.06;6.09;66.7;0.63;1.09;57.1;0.16;1.09;0.63;0.63;0.16;1.25;22.2;22;0.16;0;0;6.56;0.16;0.31;0;0;0;0;12;6.88;3.28;3.59;11.9;2.66;0;0.94;14.8;0.16;0.63;0.31;1.56;2.03;1.72;0;0.16;0;0;0.16;0.16;0.16;0;0;0;0;0;1.25;0.63;0.47;0.47;0.31;0.31;2.34;13.3;2.03;24.2;6.56;27.1;3.28;9.84;11.1;1.88;0.16;0;1.72;0.63;1.88;2.19;0;35.3;2.34;6.25;13;17.2;5.47;35.2;0.78;1.09;71.4;0.78;0;15;45.6;17.2;1.25;0.47;0.16;2.97;0.47;40.6;21.3;52.3;4.84;0;0;0;0.47;0.63;0;0.31;0.63;0;0;0;6.09;4.06;9.22;30.6
2112;Danijel Petkovi?;MNE;GK;Angers;Ligue 1;29;1993;15;15;1350;15;0;0;0;0;0;0;0;0;0;0;23.7;30.7;77.2;636.3;312.5;3.4;3.4;100;12.9;13;99.5;7.2;14.1;50.9;0;0;0.07;0;0;0;30.7;20.6;10.1;2.07;0;1.07;0.07;0;0;0;0;0;18.2;1.53;10.9;4.2;19.6;0.07;0;6;23.7;0.13;0.33;0.27;0;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0.07;0.07;0.07;100;0.07;0;0;0;0;0;0;0;0;0.13;0.2;33.3;31.1;33.1;0.13;0;0;23.3;0;0;0;0;0;15.5;75.6;40.7;0;0;0;0;0;12.5;12.5;99.5;0;0.07;0;0;0;0.27;0;0;0;0;0;0;5.67;0;0;0
